date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:23	29771/29771	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:34:23%20GMT	https://www.valuefy.com/client-testimonials	D:/Valuefy/Valuefy/www.valuefy.com/client-testimonials.8.delayed	(from https://www.valuefy.com/)
14:06:34	38775/38775	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:34:34%20GMT	https://www.valuefy.com/news	D:/Valuefy/Valuefy/www.valuefy.com/news.9.delayed	(from https://www.valuefy.com/)
14:07:20	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:35:20%20GMT	https://www.valuefy.com/wealthfy	D:/Valuefy/Valuefy/www.valuefy.com/wealthfy.a.delayed	(from https://www.valuefy.com/)
14:07:31	34718/34718	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:35:31%20GMT	https://www.valuefy.com/valueat	D:/Valuefy/Valuefy/www.valuefy.com/valueat.b.delayed	(from https://www.valuefy.com/)
14:07:36	26683/26683	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:35:35%20GMT	https://www.valuefy.com/white-papers	D:/Valuefy/Valuefy/www.valuefy.com/white-papers.c.delayed	(from https://www.valuefy.com/)
14:08:24	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:36:23%20GMT	https://www.valuefy.com/case-studies	D:/Valuefy/Valuefy/www.valuefy.com/case-studies.d.delayed	(from https://www.valuefy.com/)
14:08:25	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Feb%202019%2008:36:24%20GMT	https://www.valuefy.com/blog	D:/Valuefy/Valuefy/www.valuefy.com/blog.e.delayed	(from https://www.valuefy.com/)
14:08:26	1774/1774	---M--	200	added ('OK')	image/png	etag:%223fe79d101d45d41:0%22	https://www.valuefy.com/assets/images/wealth-icon.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/wealth-icon.png	(from https://www.valuefy.com/)
14:08:27	1847/1847	---M--	200	added ('OK')	image/png	etag:%2274a7d1eb2045d41:0%22	https://www.valuefy.com/assets/images/asset-icon.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/asset-icon.png	(from https://www.valuefy.com/)
14:08:28	2135/2135	---M--	200	added ('OK')	image/png	etag:%22bb34e4c1d45d41:0%22	https://www.valuefy.com/assets/images/wealthfy-img.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/wealthfy-img.png	(from https://www.valuefy.com/)
14:08:30	1785/1785	---M--	200	added ('OK')	image/png	etag:%223cc9ef71d45d41:0%22	https://www.valuefy.com/assets/images/value-at-img.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/value-at-img.png	(from https://www.valuefy.com/)
14:08:31	5648/5648	---M--	200	added ('OK')	image/jpeg	etag:%221125f2401c45d41:0%22	https://www.valuefy.com/assets/images/ab-logo.jpg	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/ab-logo.jpg	(from https://www.valuefy.com/)
14:08:33	240249/240249	---M--	200	added ('OK')	image/png	etag:%225d4e2bb2ff35d41:0%22	https://www.valuefy.com/assets/images/saumya-rajan.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/saumya-rajan.png	(from https://www.valuefy.com/)
14:08:34	204526/204526	---M--	200	added ('OK')	image/png	etag:%22fc630b2ff35d41:0%22	https://www.valuefy.com/assets/images/Nilesh-Shah.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/Nilesh-Shah.png	(from https://www.valuefy.com/)
14:08:35	91608/91608	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:36:35%20GMT	https://www.valuefy.com/blog/	D:/Valuefy/Valuefy/www.valuefy.com/blog/index.html	(from https://www.valuefy.com/)
14:08:35	588/588	---M--	200	added ('OK')	image/png	etag:%2256ee4d41d45d41:0%22	https://www.valuefy.com/assets/images/play-icon.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/play-icon.png	(from https://www.valuefy.com/)
14:08:36	9048/9048	---M--	200	added ('OK')	image/png	etag:%229322b5c08a4ad41:0%22	https://www.valuefy.com/assets/images/ficci-logo.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/ficci-logo.png	(from https://www.valuefy.com/)
14:08:37	7916/7916	---M--	200	added ('OK')	image/png	etag:%22162ac2d48a4ad41:0%22	https://www.valuefy.com/assets/images/aiwmi-logo.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/aiwmi-logo.png	(from https://www.valuefy.com/)
14:08:39	5486/5486	---M--	200	added ('OK')	image/png	etag:%227527c77e1c45d41:0%22	https://www.valuefy.com/assets/images/blog-img.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/blog-img.png	(from https://www.valuefy.com/)
14:08:40	5709/5709	---M--	200	added ('OK')	image/jpeg	etag:%2268468bf21c45d41:0%22	https://www.valuefy.com/assets/images/business-today-08-Jun-2018.jpg	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/business-today-08-Jun-2018.jpg	(from https://www.valuefy.com/)
14:09:30	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:37:29%20GMT	https://www.valuefy.com/privacy-policy	D:/Valuefy/Valuefy/www.valuefy.com/privacy-policy.1b.delayed	(from https://www.valuefy.com/)
14:09:31	1567/1567	---M--	200	added ('OK')	image/png	etag:%22916cf2fc1c45d41:0%22	https://www.valuefy.com/assets/images/logo.png	D:/Valuefy/Valuefy/www.valuefy.com/assets/images/logo.png	(from https://www.valuefy.com/)
14:09:33	371058/371058	---MCZ	200	added ('OK')	application/javascript	etag:%2295e67e13180d41:0%22	https://www.valuefy.com/assets/js/scriptbundle.js	D:/Valuefy/Valuefy/www.valuefy.com/assets/js/scriptbundle.js	(from https://www.valuefy.com/)
14:09:34	138/138	---M-Z	200	added ('OK')	text/css	etag:%22eff05bc07c55d41:0%22	https://www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups//css/wpens-style.css?ver=1.0.1	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups/css/wpens-stylef269.css	(from https://www.valuefy.com/blog/)
14:09:36	83132/83132	---M-Z	200	added ('OK')	text/css	etag:%2262afad3bea48d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/style.css?ver=4.9.5	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/style55fe.css	(from https://www.valuefy.com/blog/)
14:09:36	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%221544639720%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css?ver=4.9.5	D:/Valuefy/Valuefy/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min55fe.css	(from https://www.valuefy.com/blog/)
14:09:38	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:%2227e18cca7b55d41:0%22	https://www.valuefy.com/blog/wp-includes/js/jquery/jquery.js?ver=1.12.4	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-includes/js/jquery/jqueryb8ff.js	(from https://www.valuefy.com/blog/)
14:09:39	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%228d6f9f43ea48d41:0%22	https://www.valuefy.com/blog/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://www.valuefy.com/blog/)
14:09:41	46965/46965	---M--	200	added ('OK')	application/rss+xml	etag:%229f462a0b619801275d833e9e84fa4fba%22	https://www.valuefy.com/blog/feed/	D:/Valuefy/Valuefy/www.valuefy.com/blog/feed/index.html	(from https://www.valuefy.com/blog/)
14:09:41	2906/2906	---M-Z	200	added ('OK')	application/javascript	etag:%22a8517dc07c55d41:0%22	https://www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups//js/wpens-public.js?ver=1.0.1	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups/js/wpens-publicf269.js	(from https://www.valuefy.com/blog/)
14:09:42	3207/3207	---M-Z	200	added ('OK')	application/javascript	etag:%223232a97b7755d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/custom.js?ver=4.9.5	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/custom55fe.js	(from https://www.valuefy.com/blog/)
14:09:43	76332/76332	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Feb%202019%2008:37:42%20GMT	https://www.valuefy.com/blog/?sccss=1&ver=4.9.5	D:/Valuefy/Valuefy/www.valuefy.com/blog/index0c67.html	(from https://www.valuefy.com/blog/)
14:09:48	54452/54452	---M--	200	added ('OK')	application/json	date:Tue,%2012%20Feb%202019%2008:37:47%20GMT	https://www.valuefy.com/blog/wp-json/	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-json/index.html	(from https://www.valuefy.com/blog/)
14:10:32	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:38:31%20GMT	https://www.valuefy.com/blog/xmlrpc.php?rsd	D:/Valuefy/Valuefy/www.valuefy.com/blog/xmlrpc.250db0.delayed	(from https://www.valuefy.com/blog/)
14:10:33	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:%221fd5f49ea48d41:0%22	https://www.valuefy.com/blog/wp-includes/wlwmanifest.xml	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-includes/wlwmanifest.xml	(from https://www.valuefy.com/blog/)
14:10:34	411/411	---M--	200	added ('OK')	image/png	etag:%22fab62997b155d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-32x32.png	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-32x32.png	(from https://www.valuefy.com/blog/)
14:10:36	2255/2255	---M--	200	added ('OK')	image/png	etag:%2280411497b155d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-192x192.png	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-192x192.png	(from https://www.valuefy.com/blog/)
14:10:37	7975/7975	---M--	200	added ('OK')	image/png	etag:%222ff22497b155d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-180x180.png	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2018/09/cropped-favicon-180x180.png	(from https://www.valuefy.com/blog/)
14:10:44	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:38:43%20GMT	https://www.valuefy.com/blog/comments/feed/	D:/Valuefy/Valuefy/www.valuefy.com/blog/comments/feed/index.html	(from https://www.valuefy.com/blog/)
14:10:46	22683/22683	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:38:46%20GMT	https://www.valuefy.com/case-study	D:/Valuefy/Valuefy/www.valuefy.com/case-study.2a.delayed	(from https://www.valuefy.com/blog/)
14:10:49	785476/785476	---M--	200	added ('OK')	image/jpeg	etag:%226361cfc1a260d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/alvaro-serrano.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/alvaro-serrano.jpg	(from https://www.valuefy.com/blog/)
14:10:49	250271/250271	---M--	200	added ('OK')	image/jpeg	etag:%2297198e72b8b4d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-23-jan-01.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-23-jan-01.jpg	(from https://www.valuefy.com/blog/)
14:10:50	1737/1737	---M--	200	added ('OK')	image/gif	etag:%224f1863c07c55d41:0%22	https://www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups//images/ajax_loader.gif	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/plugins/easy-newsletter-signups/images/ajax_loader.gif	(from https://www.valuefy.com/blog/)
14:10:52	177166/177166	---M--	200	added ('OK')	image/jpeg	etag:%228648e04651afd41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-image-02.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-image-02.jpg	(from https://www.valuefy.com/blog/)
14:10:54	235317/235317	---M--	200	added ('OK')	image/jpeg	etag:%22217a73a2ca1d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2018/12/Valuefy-Blog-Image.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2018/12/Valuefy-Blog-Image.jpg	(from https://www.valuefy.com/blog/)
14:10:56	3360/3360	---M--	200	added ('OK')	image/jpeg	etag:%225dfc37bcb9b4d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-23-jan-01-90x90.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-23-jan-01-90x90.jpg	(from https://www.valuefy.com/blog/)
14:11:34	88293/88293	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:39:34%20GMT	https://www.valuefy.com/blog/fuelled-by-data-wealth-managements-tech-transformation/	D:/Valuefy/Valuefy/www.valuefy.com/blog/fuelled-by-data-wealth-managements-tech-transformation/index.html	(from https://www.valuefy.com/blog/)
14:11:34	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:39:34%20GMT	https://www.valuefy.com/blog/demystifying-investment-technology-wealth-tech-drivers-of-2019/	D:/Valuefy/Valuefy/www.valuefy.com/blog/demystifying-investment-technology-wealth-tech-drivers-of-2019/index.html	(from https://www.valuefy.com/blog/)
14:11:35	2590/2590	---M--	200	added ('OK')	image/jpeg	etag:%22caaaaece51afd41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-image-02-90x90.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2019/01/Valuefy-blog-image-02-90x90.jpg	(from https://www.valuefy.com/blog/)
14:11:37	3403/3403	---M--	200	added ('OK')	image/jpeg	etag:%22454179f0da1d41:0%22	https://www.valuefy.com/blog/wp-content/uploads/2018/12/Valuefy-Blog-Image-90x90.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/uploads/2018/12/Valuefy-Blog-Image-90x90.jpg	(from https://www.valuefy.com/blog/)
14:11:37	91758/91758	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:39:37%20GMT	https://www.valuefy.com/blog/page/2/	D:/Valuefy/Valuefy/www.valuefy.com/blog/page/2/index.html	(from https://www.valuefy.com/blog/)
14:11:45	88900/88900	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:39:45%20GMT	https://www.valuefy.com/blog/ai-is-helping-thinly-spread-wealth-managers-save-up-to-20-of-their-time/	D:/Valuefy/Valuefy/www.valuefy.com/blog/ai-is-helping-thinly-spread-wealth-managers-save-up-to-20-of-their-time/index.html	(from https://www.valuefy.com/blog/)
14:11:48	87282/87282	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:39:48%20GMT	https://www.valuefy.com/blog/page/3/	D:/Valuefy/Valuefy/www.valuefy.com/blog/page/3/index.html	(from https://www.valuefy.com/blog/)
14:11:54	82490/82490	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:39:53%20GMT	https://www.valuefy.com/blog/tag/ai-in-asset-management-industry/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/ai-in-asset-management-industry/index.html	(from https://www.valuefy.com/blog/)
14:11:55	22689/22689	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:39:56%20GMT	https://www.valuefy.com/knowledge-center	D:/Valuefy/Valuefy/www.valuefy.com/knowledge-center.33.delayed	(from https://www.valuefy.com/blog/)
14:12:55	91375/91375	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:40:54%20GMT	https://www.valuefy.com/blog/tag/artificial-intelligence/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/artificial-intelligence/index.html	(from https://www.valuefy.com/blog/)
14:12:57	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:40:56%20GMT	https://www.valuefy.com/blog/tag/ai-use-cases-in-wealth-management/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/ai-use-cases-in-wealth-management/index.html	(from https://www.valuefy.com/blog/)
14:12:58	889/889	---M-Z	200	added ('OK')	application/javascript	etag:%2283888f0db5fd41:0%22	https://www.valuefy.com/blog/wp-content/plugins/disqus-comment-system/public/js/comment_count.js?ver=3.0.16	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/plugins/disqus-comment-system/public/js/comment_count952b.js	(from https://www.valuefy.com/blog/)
14:12:59	81522/81522	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:40:59%20GMT	https://www.valuefy.com/blog/tag/investing/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investing/index.html	(from https://www.valuefy.com/blog/)
14:13:00	683/683	---M-Z	200	added ('OK')	application/javascript	etag:%2232c6633bea48d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix5152.js	(from https://www.valuefy.com/blog/)
14:13:56	81791/81791	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:41:55%20GMT	https://www.valuefy.com/blog/tag/investing-platform/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investing-platform/index.html	(from https://www.valuefy.com/blog/)
14:13:56	7682/7682	---M-Z	200	added ('OK')	application/javascript	etag:%22c9504e3bea48d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/global5152.js	(from https://www.valuefy.com/blog/)
14:14:02	87130/87130	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:42:02%20GMT	https://www.valuefy.com/blog/tag/investment-management/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investment-management/index.html	(from https://www.valuefy.com/blog/)
14:14:03	5836/5836	---M-Z	200	added ('OK')	application/javascript	etag:%226617533bea48d41:0%22	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo431f.js	(from https://www.valuefy.com/blog/)
14:14:41	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:42:41%20GMT	https://www.valuefy.com/blog/tag/investment-management-platform/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investment-management-platform/index.html	(from https://www.valuefy.com/blog/)
14:14:43	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%224c9eb446ea48d41:0%22	https://www.valuefy.com/blog/wp-includes/js/wp-embed.min.js?ver=4.9.5	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-includes/js/wp-embed.min55fe.js	(from https://www.valuefy.com/blog/)
14:14:46	82375/82375	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:42:45%20GMT	https://www.valuefy.com/blog/tag/investment-platform/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investment-platform/index.html	(from https://www.valuefy.com/blog/)
14:14:50	82386/82386	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:42:50%20GMT	https://www.valuefy.com/blog/tag/investment-technology/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/investment-technology/index.html	(from https://www.valuefy.com/blog/)
14:14:54	81796/81796	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:42:53%20GMT	https://www.valuefy.com/blog/tag/millennial-investor/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/millennial-investor/index.html	(from https://www.valuefy.com/blog/)
14:14:54	0/-1	---M--	500	error ('')			https://www.valuefy.com/wealthfy	D:/Valuefy/Valuefy/www.valuefy.com/wealthfy.html	(from https://www.valuefy.com/)
14:14:58	91409/91409	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:42:57%20GMT	https://www.valuefy.com/blog/tag/portfolio-management/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/portfolio-management/index.html	(from https://www.valuefy.com/blog/)
14:14:58	0/-1	---M--	500	error ('')			https://www.valuefy.com/case-studies	D:/Valuefy/Valuefy/www.valuefy.com/case-studies.html	(from https://www.valuefy.com/)
14:15:05	91325/91325	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:43:05%20GMT	https://www.valuefy.com/blog/tag/robo-advisors/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/robo-advisors/index.html	(from https://www.valuefy.com/blog/)
14:16:03	81512/81512	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:44:03%20GMT	https://www.valuefy.com/blog/tag/valuefy/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/valuefy/index.html	(from https://www.valuefy.com/blog/)
14:16:16	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:43:55%20GMT	https://www.valuefy.com/blog/tag/robo-advisory/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/robo-advisory/index.html	(from https://www.valuefy.com/blog/)
14:16:24	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:44:04%20GMT	https://www.valuefy.com/blog/tag/technology/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/technology/index.html	(from https://www.valuefy.com/blog/)
14:16:50	91320/91320	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:44:49%20GMT	https://www.valuefy.com/blog/tag/wealth-management/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/wealth-management/index.html	(from https://www.valuefy.com/blog/)
14:16:50	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:44:46%20GMT	https://www.valuefy.com/blog/tag/wealth-advisors/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/wealth-advisors/index.html	(from https://www.valuefy.com/blog/)
14:16:53	82210/82210	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Feb%202019%2008:44:54%20GMT	https://www.valuefy.com/blog/tag/wealth-management-platform/	D:/Valuefy/Valuefy/www.valuefy.com/blog/tag/wealth-management-platform/index.html	(from https://www.valuefy.com/blog/)
14:16:58	718/718	---M--	200	added ('OK')	application/rss+xml	etag:%220c20f184d04dc149ec2ae5e1f1d4430c%22	https://www.valuefy.com/blog/comments/feed/	D:/Valuefy/Valuefy/www.valuefy.com/blog/comments/feed/index.html	(from https://www.valuefy.com/blog/)
14:17:04	68920/68920	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:45:03%20GMT	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/laptop.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/laptop.39.delayed	(from https://www.valuefy.com/blog/?sccss=1&ver=4.9.5)
14:17:09	68920/68920	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Feb%202019%2008:45:08%20GMT	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/about-us.jpg	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/about-us.3a.delayed	(from https://www.valuefy.com/blog/?sccss=1&ver=4.9.5)
14:18:06	1208/1208	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2012%20Feb%202019%2008:46:06%20GMT	https://www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/blog-banner.png	D:/Valuefy/Valuefy/www.valuefy.com/blog/wp-content/themes/twentyseventeen/assets/images/blog-banner.3b.delayed	(from https://www.valuefy.com/blog/?sccss=1&ver=4.9.5)
